"169","Will Levis","QB","TEN","-","-","-","-","-","-","BYE","26.6","9.7","7","12.5","7.1","11.5","17.6","15.5","-","-1.4","-","11.8","106"
"170","Cooper Kupp","WR","SEA","-","-","-","-","11.8","20.8","4.9","2.1","4.8","-","1.1","1.8","9.9","17.5","17.1","4.9","8.7","-","8.8","105.4"
"171","Drake London","WR","ATL","0","12.7","3.1","8.8","8.7","12.5","5.4","5.5","-","3.6","BYE","9.1","0.8","19.2","2.4","3.9","5.6","4.1","6.6","105.4"
"172","Aaron Jones Sr.","RB","MIN","24.7","-","-","1.4","-","-","5.7","4.6","13.9","5.4","1.7","-","BYE","-","6.9","13.5","13","14.1","9.5","104.9"
"173","Kareem Hunt","RB","KC","-","-","3.5","1.2","-","13.1","15.1","12.7","9.8","9.2","3.7","2.2","4.8","9","2","7.6","9.1","0.5","6.9","103.5"
"174","Alexander Mattison","RB","MIA","10.4","1.9","12.5","9.8","10.6","7.2","4.2","3.3","15.3","3.3","6","6.3","-","6.6","-","-0.1","3","2.9","6.5","103.2"
"175","Joey Slye","K","TEN","8","11","5","7","8","6","1","9","8","10","8","5","1","-","2","4","5","4","6","102"
"176","Tyjae Spears","RB","TEN","2.8","5.5","0.9","5.8","12.9","6.3","BYE","3.6","2.2","6","2.6","0.7","8.8","11.8","3.7","6.7","2.9","18.6","6","101.8"
"177","Diontae Johnson","WR","FA","4.8","-","-","-","-","-","7.9","8.5","15","1.7","1.6","5","9.3","11.7","12.2","1.5","7.6","14.9","7.8","101.7"
"178","Darius Slayton","WR","NYG","1.5","6.2","3.2","2.3","3.5","6.9","2.2","-0.1","5.9","2.1","14.2","1.6","BYE","1.4","6.3","15","16.6","12.2","5.9","101"
"179","Trey McBride","TE","ARI","2.3","3.2","0.2","0.5","1.7","6.2","2.9","15.5","2.2","13.1","4.3","6","14.9","BYE","10.2","3.1","4.8","9.4","5.9","100.5"
"180","Philadelphia Eagles","DST","PHI","13","7","12","4","5","6","10","2","7","BYE","6","4","-2","10","3","4","5","4","5.9","100"
"180","Tennessee Titans","DST","TEN","9","3","5","12","1","5","BYE","8","1","6","0","10","7","9","13","4","2","5","5.9","100"
"182","Atlanta Falcons","DST","ATL","12","1","3","3","1","5","11","3","9","4","BYE","12","17","1","7","12","-1","-1","5.8","99"
"183","Tommy DeVito","QB","NE","-","-","-","-","-","-","0","7.2","10.7","14.5","22.5","10.2","-","17.4","10.7","2.7","-","0.6","9.7","96.5"
"184","Tee Higgins","WR","CIN","0","20.9","2.1","1.9","-","2","BYE","6.9","11","-","-","-","3.6","7.2","18.1","20","1.9","-","8","95.6"
"185","A.J. Dillon","RB","PHI","3.6","6.3","3.3","1.1","13.6","-","9.5","5.2","4.3","8.1","6.1","8.1","8.7","7.8","-","7.2","2.7","-","6.4","95.6"
"186","Curtis Samuel","WR","BUF","6","3.2","5.4","11.2","12.5","10.2","2.5","2.2","-","0.6","0.5","10","6.5","-","16.1","2","3.3","3","6","95.2"
"187","Christian Kirk","WR","HOU","0.9","11","11.4","8.4","8.4","10.9","13","4.6","-","8.4","4.8","8.9","2.6","-","-","-","-","-","7.8","93.3"
"188","Riley Patterson","K","MIA","3","7","8","10","6","8","0","17","-","12","3","0","9","1","-","-","7","2","6.2","93"
"189","Khalil Herbert","RB","NYJ","8.4","5.8","1.5","18.2","7.6","-","BYE","-","-","-","4.1","3.8","-","0.8","1.2","18.1","18.9","4.1","7.7","92.5"
"190","Dalton Schultz","TE","HOU","0.4","3.4","0.9","10.2","12.5","12.1","BYE","0.5","17","7.1","9.2","0.2","-","-","5.8","6.1","1.9","4.2","6.1","91.5"
"191","Deshaun Watson","QB","CLE","21.7","12.6","21.2","-","BYE","-","-0.8","-","19","17.2","-","-","-","-","-","-","-","-","15.1","90.8"
"192","Mark Andrews","TE","BAL","-","10.5","3.5","20","6.5","6.9","18.3","10","8","4.4","2.3","-","BYE","-","-","-","-","-","9","90.4"
"193","Tyrod Taylor","QB","NYJ","0.2","-","0.2","0","4.8","10.4","21.7","3.6","-","-","-","-","-","-","0.5","10.4","19.8","18.7","8.2","90.3"
"194","Josh Downs","WR","IND","3","3.7","5.7","3.4","9.7","8.1","18.5","7.2","1","4","BYE","4.3","1.4","3.2","1.9","3.9","5.3","4.8","5.2","89.1"
"195","Josh Reynolds","WR","NYJ","8","18.6","-","6.9","13.6","5","4.3","-0.7","-","1.5","1.1","7.5","1.2","10.4","4.1","1.6","1.3","4.4","5.6","88.8"
"196","Jerry Jeudy","WR","CLE","-","2.5","8.1","5.2","5","1.4","6.4","11","-","3.5","5.8","1.1","5.1","1.6","7.4","4.4","5.4","13.9","5.5","87.8"
"197","Ryan Tannehill","QB","FA","5.4","21","4.2","13.7","10.8","2","-","-","-","-","-","-","-","-","-","9.8","6.7","13.4","9.7","87"
"198","Jaxon Smith-Njigba","WR","SEA","1.3","3.4","1","0.5","BYE","4.8","12.3","9.6","6.3","5.3","4","4.1","6.2","2.5","10.8","6.1","7.2","1.4","5.1","86.8"
"199","Kyle Pitts Sr.","TE","ATL","4.4","1.5","3.7","2.1","8.7","10.3","4.7","3.5","5.6","3","BYE","2.2","5.1","11.7","3.7","10.9","0.5","2.7","5","84.3"
"200","Marquise Brown","WR","KC","5.7","11.4","12.1","9.6","12.1","3.4","4.9","9.3","2.4","2.8","1.2","8.8","0","-","0","-","-","-","6","83.7"
"201","Los Angeles Rams","DST","LAR","6","0","5","4","3","10","2","1","9","BYE","5","5","7","2","6","4","8","6","4.9","83"
"202","Justice Hill","RB","BAL","12.9","5.3","-","3.3","8.5","3.5","4.8","5.5","4","0.7","0.7","3.1","BYE","1.2","2.3","5.7","17.2","2.6","5.1","81.3"
"203","Chad Ryland","K","ARI","2","6","10","3","0","6","12","5","6","6","-","1","0","3","5","10","3","3","4.8","81"
"204","Dontayvion Wicks","WR","GB","0","10","4.5","0","1","BYE","2.4","2.8","2.9","5.1","9.1","-","4.3","2","9.7","8.9","-","18.1","5.4","80.8"
"205","DJ Chark Jr.","WR","FA","-","1.5","14.6","2.8","10.2","2.6","-","2.3","6.9","-","0","3.4","5.6","2.6","1.8","21.8","1.8","2.6","5.4","80.5"
"206","D'Onta Foreman","RB","FA","2.4","-","-","-","-","6.7","30","3.6","8.3","15.2","7.4","-","-","7.2","-0.6","-","-","-","8.9","80.2"
"207","Ty Chandler","RB","MIN","1.8","0.9","3.1","0","1.5","0","1.2","0","-","10.5","11","1.1","BYE","4.2","21.7","7.7","6.4","8.9","5","80"
"208","Antonio Gibson","RB","NE","-0.1","5.3","0.4","2.6","6.4","7.6","3.1","4.2","7.6","11.5","BYE","3.7","7.2","-","3.5","9.2","3.6","3.6","5","79.4"
"209","Tyler Boyd","WR","FA","1","5.2","3.9","2.6","3.9","9.8","-","10.6","5.6","11.7","2.2","2.3","3.2","2.3","5.3","5.9","2.9","0.4","4.6","78.8"
"210","Bailey Zappe","QB","CLE","-","-","-","2.3","0.9","-","-","-","-","0","-","1.2","7.2","21.9","10.4","16.4","15.1","2.8","7.8","78.2"
"211","Hunter Henry","TE","NE","11.6","11.2","1.7","5.1","0","0.7","2.7","2.8","9.9","2.1","BYE","0","1.5","16","12.6","-","-","-","5.6","77.9"
"212","Dallas Goedert","TE","PHI","0","2.2","4.1","2.5","17.7","4.2","13.7","3.6","5","BYE","-","-","-","3","3.1","7.1","10.7","0.4","5.5","77.3"
"213","Dalton Kincaid","TE","BUF","2.6","4.3","0.3","2.7","1.9","-","7.5","12.5","6.1","11.1","4.6","3.8","BYE","2.1","0","0.7","8.7","8.4","4.8","77.3"
"214","Brett Maher","K","FA","15","13","11","16","2","15","4","-","-","-","-","-","-","-","-","-","-","1","9.6","77"
"215","Michael Wilson","WR","ARI","1.9","5.6","8.6","19.6","1.8","6.2","2.6","5.8","-","3.4","-","-","-","BYE","0","0","11.5","9.5","5.9","76.5"
"216","Jahan Dotson","WR","PHI","4","2.2","2.1","8.7","3","0","4.3","16.8","12.9","0","8.3","5.2","2.3","-","1.2","3.1","0","1.7","4.5","75.8"
"217","Jaleel McLaughlin","RB","DEN","-0.7","6.5","1.5","16.4","14.9","4.2","4.6","3.9","BYE","1.2","1.5","0.4","2.1","3.2","1.8","6.7","6.2","0.6","4.4","75"
"218","Nick Mullens","QB","JAC","-","-","-","-","-","-","-","-","BYE","-","-","-","-","3.3","19.1","20.5","9.1","22.6","14.9","74.7"
"219","Rico Dowdle","RB","CAR","2.4","4.3","10.6","1.7","1.5","1.2","BYE","2.5","0.8","13.9","2","8.6","2.2","11.2","1.2","0.4","-","10","4.7","74.5"
"220","Jonnu Smith","TE","PIT","0","4.7","3.7","9.5","4.7","9.6","2.7","1.3","16","0.1","-","0","1","2.7","6.1","3.2","0","8.9","4.4","74.2"
"221","Khalil Shakir","WR","BUF","0","7.1","0.5","0","1.1","1.3","3.5","9.2","5.7","2.4","17.5","4.7","BYE","1.2","0","4.5","4.9","10.5","4.4","74.1"
"222","Anthony Richardson Sr.","QB","IND","21.9","17.7","-","29.6","4.4","-","-","-","-","-","BYE","-","-","-","-","-","-","-","18.4","73.7"
"223","Tutu Atwell","WR","LAR","11.9","8.2","13.2","2.4","6.9","3","9.1","4.9","1.3","BYE","1.7","7.6","0.9","0","-","0","0","2.3","4.6","73.4"
"224","Christian Watson","WR","GB","-","-","-","8.5","8.6","BYE","2.7","3.3","3.7","2.3","8.2","15.4","20.6","-","-","-","-","-","8.1","73.3"
"225","Wan'Dale Robinson","WR","NYG","-","-","2.1","4.7","1.9","6.2","2.2","1.7","9.5","0.6","3.7","2.6","BYE","11.5","2.5","1.6","13.9","8.5","4.9","73.2"
"226","Elijah Moore","WR","BUF","6.2","4.1","2.8","0","-","2.7","5.9","3","1.4","10.4","6","2.4","8.3","4.2","1.7","1.9","12.1","0","4.3","73.1"
"226","Zach Charbonnet","RB","SEA","1.1","3","4.5","4","BYE","1.9","-","6.4","1.3","6.2","6.9","5.8","15.9","4.8","1.6","-0.4","4.1","6","4.6","73.1"
"226","Jimmy Garoppolo","QB","LAR","16.1","9.5","20.7","-","11.7","9.9","-","5.2","-","BYE","-","-","-","-","-","-","-","0","10.4","73.1"
"229","Odell Beckham Jr.","WR","FA","3.7","2.9","-","-","1.3","3.4","4.9","0","9.6","10","11.6","3.4","-","15.7","1.4","1.3","3.3","-","5.2","72.5"
"230","K.J. Osborn","WR","FA","3.1","9.4","9.6","1.6","4.9","4.8","4.7","9.9","1.7","-","0.7","3.4","-","1.5","0.3","15.5","0","0.9","4.5","72"
"231","Logan Thomas","TE","FA","4.3","8.2","-","4.3","11.7","0.2","5.1","10.4","3.1","4","3.8","1.5","2","-","0.7","9.6","2","0.9","4.5","71.8"
"232","Samaje Perine","RB","CIN","7.8","2.4","2.4","3.5","7.5","-0.4","4.1","2.1","-","4.3","6.7","12.6","0.6","4.4","4.8","2.9","2.6","3","4.2","71.3"
"233","Isaiah Likely","TE","BAL","0.4","0.8","2","0","0","0","0","1","4.2","0.5","0","4","BYE","14.3","13","5.6","16.2","9.1","4.2","71.1"
"234","Carolina Panthers","DST","CAR","4","7","0","13","-2","4","BYE","8","4","7","0","2","3","3","8","0","3","7","4.2","71"
"235","Lucas Havrisik","K","GB","-","-","-","-","-","BYE","-","7","5","-","5","7","11","13","8","12","2","-","7.8","70"
"235","Taylor Heinicke","QB","FA","-","-","-","-","-","-","-","12.4","15.7","9.6","-","-","-","-","-","14.2","18.1","-","14","70"
"237","Dameon Pierce","RB","HOU","4.7","3.5","11.9","10.8","8.2","3.4","BYE","4.6","-","-","-","1.8","10.1","0.7","0.3","7.6","2.1","0","5","69.7"
"238","Cade Otton","TE","TB","1.9","4.1","1.6","7.3","BYE","1.5","4.3","4.7","17","1","4.9","4.5","0","7.6","4.4","0.7","1","3","4.1","69.5"
"239","Joshua Palmer","WR","BUF","0.4","1.3","10.6","7.7","-","6","13.3","2.4","-","-","0","-","BYE","-","17.3","4.7","-","5","6.2","68.7"
"240","Noah Brown","WR","WAS","1.9","-","-","-","-","3.7","-","5.7","21.3","17.2","-","-","0","0","14.2","3.8","0.8","-","6.9","68.6"
"241","Roschon Johnson","RB","CHI","11.5","4.2","4.9","1.5","1.9","-","-","3.1","1.5","3.2","3","7.5","BYE","0.6","6","5.3","11.9","2","4.5","68.1"
"242","Easton Stick","QB","ATL","-","-","-","-","-","-","-","-","-","-","BYE","-","-","5.2","18.4","16.6","11.9","16","13.6","68.1"
"243","Kenneth Gainwell","RB","PIT","7.4","-","4.8","4.1","2.4","1.7","7.6","0.6","8.3","-","0.5","3.6","4.7","2.8","2.1","7.9","2.7","6.2","4.2","67.4"
"244","Latavius Murray","RB","FA","1.7","9.1","8.1","5.6","0.7","4.5","2.8","1.1","1","12.9","3.5","4.8","-","3","7.1","0","0","-","4.1","65.9"
"245","Rondale Moore","WR","MIN","4.5","1.4","12.2","0","7.6","2.6","2.6","2.1","0.8","4.3","11.4","3.5","0.6","-","0.8","3.6","3.4","3.6","3.8","65"
"245","Arizona Cardinals","DST","ARI","19","4","5","-3","4","5","9","3","1","3","10","-2","6","BYE","-4","3","2","0","3.8","65"
"247","Alec Pierce","WR","IND","0.5","2.8","4.3","3.8","1","2.5","5.3","4.1","0","2.1","BYE","2.7","16","2.2","1.3","3","11.8","0","3.7","63.4"
"248","Kendrick Bourne","WR","SF","18.4","2.9","4.6","3.6","4.3","9.3","10.3","9.6","BYE","-","-","-","-","-","-","-","-","-","7.9","63"
"249","Daniel Jones","QB","IND","6.5","31.7","5","10.7","7.2","-","-","-","1.9","-","BYE","-","-","-","-","-","-","-","10.5","63"
"250","Kalif Raymond","WR","DET","2","11.7","5.5","3.8","4.5","2.6","2","2.2","BYE","4.6","0.5","9.6","0.9","1.5","1.2","3.7","1.1","5","3.7","62.4"
"251","Nelson Agholor","WR","FA","0","12.3","3.9","0.4","6.4","4","7.2","0","0.2","0","9.7","2.1","-","3.2","0","7","1.8","3.9","3.7","62.1"
"252","Tyler Conklin","TE","LAC","0.2","5","2.6","5.8","6.7","2.4","-","0","6.6","7","1.8","3.3","3.5","5.7","1.8","3.6","4.5","1.6","3.7","62.1"
"253","Justin Watson","WR","HOU","4.5","4.2","5.1","0.5","5.6","0","BYE","4.2","1.5","-","11.3","6.3","0","1.8","3.1","9.8","4.1","0","3.9","62"
"254","Tyler Higbee","TE","LAR","4.9","1.2","7.1","6.4","2","1.8","0.7","4.5","0","BYE","1.7","14.9","3.5","-","3.6","3","6.2","-","4.1","61.5"
"255","Demarcus Robinson","WR","SF","-","-","-","-","-","-","-","-","1.5","-","2.4","1.3","11.5","10.6","12.7","14.2","7.2","0","6.8","61.4"
"256","Darren Waller","TE","MIA","3.6","7.6","2","2.1","8.6","4.3","15.8","0.4","-","BYE","-","-","-","-","4","3.2","5.1","4.5","5.1","61.2"
"257","Keaton Mitchell","RB","BAL","-","-","-","-","-","-","0.9","-","19.4","12.6","4.1","8.9","BYE","6.2","8.8","-","-","-","8.7","60.9"
"258","Juwan Johnson","TE","NO","3.6","1.3","1.2","-","-","-","-","0.5","8.9","0.2","BYE","4.5","0","1","9.8","10.8","15","4","4.7","60.8"
"259","Miles Sanders","RB","DAL","7.8","4.7","12.2","3.2","1.2","-","BYE","0","6.1","1","5.2","2.8","2.9","7.4","1.3","0.8","2.2","1.8","3.8","60.6"
"260","Gerald Everett","TE","FA","2.3","4.7","3","0.9","-","7.8","8.6","-","1.8","0","-","10.3","4.4","3.9","4.1","4.2","3.7","0.4","4","60.1"
"261","Chig Okonkwo","TE","TEN","0","3.5","0.7","2.9","3.3","1.8","BYE","2.7","2.8","2.7","0.6","4.5","6.4","4.6","3.6","12.3","3.4","3.6","3.5","59.4"
"262","Jerick McKinnon","RB","FA","1","2.2","14.8","0.7","2.5","2","2.6","0.8","8.4","-","1.5","-","-","9.7","13.2","-","-","-","4.9","59.4"
"263","Tyson Bagent","QB","CHI","-","-","-","-","-","6.7","12.9","13.2","18.8","7.7","-","-","BYE","-","-","-","-","-","11.9","59.3"
"264","Zamir White","RB","LV","0.7","0.2","0","1.5","-","0.9","2.8","0","-0.2","0.5","-","0","BYE","0.8","14.5","14.5","10.6","12.1","3.9","58.9"
"265","DeMario Douglas","WR","NE","4","-0.1","2","4.5","2.4","-","7.4","2.9","5.5","8.4","BYE","4.9","-","-","3.3","7.4","4.3","1.3","4.2","58.2"
"266","Washington Commanders","DST","WAS","11","10","1","2","-1","10","9","2","3","0","9","-4","-4","BYE","6","3","1","0","3.4","58"
"267","Nick Westbrook-Ikhine","WR","MIA","5.8","8.5","-","11.1","0.9","2.5","-","9.3","2.3","0.9","0.7","4.1","2.8","4.8","3.3","-","-","-","4.4","57"
"268","Trey Palmer","WR","NO","6.8","2","0.8","6.6","-","4.7","0.5","2.2","5.1","2.1","2.8","1.7","2.5","0.8","0.5","4.2","12.4","1","3.3","56.7"
"269","Jameson Williams","WR","DET","-","-","-","-","0.2","11.3","0","1.6","BYE","1.8","10.4","5.1","9","0.4","4.7","4.3","7.5","-","4.7","56.3"
"270","Quentin Johnston","WR","LAC","0.9","0.7","1","1.8","BYE","0","2","5","1.6","9.4","2.1","0.7","5.2","9.1","8.3","3","2.9","2.3","3.3","56"
"271","Brandon Johnson","WR","FA","3.1","18.6","1.2","6.4","0.9","0","0","-","-","-","-","-","0","0","0","12.7","2.7","8.8","4.2","54.4"
"272","Michael Gallup","WR","FA","1","0.3","9.2","6","1.5","2.4","-","2","1.9","13","3.1","1.3","0","10.8","0.9","0.4","0","0","3.2","53.8"
"273","Joshua Kelley","RB","FA","15.1","3.9","1.7","6.5","-","0.4","13.5","2.1","2.2","1.6","1.3","1.4","2.5","0.6","0.8","-0.2","0.2","0.1","3.2","53.7"
"274","Mitchell Trubisky","QB","BUF","-","-","-","0.7","-","-","-","9.3","-","-","-","-","7.2","21.6","14.9","-","-","-","10.7","53.7"
"275","Clyde Edwards-Helaire","RB","KC","2.9","1.7","11.7","1.3","0.4","1.6","0.5","0.4","-","BYE","2","0.5","1.4","6.8","16.1","4.8","-","1","3.5","53.1"
"276","Tre Tucker","WR","LV","-","3.4","0","0","1.6","6.1","1.8","0","5.6","0.9","3","0","BYE","0","17.7","0.1","3.6","9","3.3","52.8"
"277","Donald Parham Jr.","TE","PIT","8.2","0.7","12.4","0","-","1.9","0.9","10.3","0","1.8","5.7","0","1.2","1.1","-","-","-","8.3","3.8","52.5"
"278","Emari Demercado","RB","ARI","0","0.5","0.2","2.4","11.7","1.7","7.5","7.9","-","-","-","1.5","0","BYE","13","5","0.9","0","3.7","52.3"
"279","Michael Thomas","WR","FA","6.1","5.5","5","5.3","6.5","4.5","10.2","6.8","0","0.9","-","-","-","-","-","-","-","-","5.1","50.8"
"280","Graham Gano","K","NYG","0","7","9","5","13","10","2","4","-","-","-","-","BYE","-","-","-","-","-","6.3","50"
"281","Robert Woods","WR","FA","5.7","7.4","3.4","2.6","3","6.6","-","-","-","1.5","4.4","4","0","-0.2","3","2.1","5.8","-","3.5","49.3"
"282","Marvin Mims Jr.","WR","DEN","0.9","18.3","13.6","4.7","-1.6","0","-1.1","0","BYE","-0.3","1.2","3.5","1.3","1.1","1.1","4.3","-","1.7","3","48.7"
"283","A.T. Perry","WR","DEN","-","-","-","-","-","-","-","0","0","9.8","-","0.7","3","4.4","3.4","9.5","0.5","17.3","4.9","48.6"
"284","Darnell Mooney","WR","ATL","11.3","-","0","5.1","0","4.8","3.4","4.4","8.2","1.4","2.4","0.6","-","4.4","1.4","0.5","-","-","3.4","47.9"
"285","KaVontae Turpin","WR","DAL","8.5","1.5","0","5.1","8.6","0","BYE","1.3","6.5","-","2.3","9.4","1","2.2","0","0.8","0","0.5","3","47.7"
"286","Cedrick Wilson Jr.","WR","MIA","-","-","-","1.6","5.2","0","4.8","6.1","9.1","BYE","2.3","0","0","3","0.2","4.2","8.7","2.4","3.4","47.6"
"287","Tucker Kraft","TE","GB","0","0","0","0.5","0","BYE","0","0","0","0.6","3.2","7.5","3.7","6.4","11.7","6","4.8","3.1","2.8","47.5"
"288","Chris Moore","WR","WAS","0","4.9","4.1","4.4","0","0.6","-","0","2.9","2.1","8.7","4.2","1.2","2.2","3.9","0.9","3.2","3","2.7","46.3"
"289","Royce Freeman","RB","FA","-","-","0","0","-","-","6.6","10.4","3.2","-","7.3","13.7","0","0.9","1.6","-","-","1.5","4.1","45.2"
"290","Pat Freiermuth","TE","PIT","6.3","0.2","10.1","0.7","-","BYE","-","-","-","-","0.7","12","2.9","3.8","1.6","0","4.4","2.1","3.7","44.8"
"291","Rashod Bateman","WR","BAL","3.5","1.8","0.6","-","0.8","1.5","3.6","5.2","2.8","2.5","7","2.1","BYE","2.4","3.9","1.4","5.4","0","2.8","44.5"
"292","Michael Mayer","TE","LV","0","0.2","2","0","3.9","7.5","1.3","1.9","1.1","7.9","4.6","2.7","BYE","1.4","9.9","-","-","-","3.2","44.4"
"293","Zay Jones","WR","ARI","11.5","0","-","-","8.3","-","-","-","-","-","2","1","7.8","2.9","5.9","-","-","4.7","4.9","44.1"
"294","Kylen Granson","TE","PHI","3.9","7.6","0.9","2.4","1.5","6.7","-","-","0","0.5","-","0","7.4","1.7","0.6","6.2","1.3","2.3","2.9","43"
"295","Jamaal Williams","RB","FA","5.2","2.9","-","-","-","-","1.4","3.8","1.2","1","-","1","1.6","4.3","2.6","1.3","7.1","9.4","3.3","42.8"
"296","Noah Gray","TE","KC","3.1","3.8","0.9","9.4","2.1","1.5","0.8","2.5","3.4","BYE","0","3","6.2","0","3.7","0.5","1.7","0","2.5","42.6"
"297","Jonathan Mingo","WR","DAL","1.7","2.6","2.1","-","4.8","2.1","BYE","6.2","0.5","2","0.6","6","6.9","2.2","3.2","0.9","0","-","2.8","41.8"
"298","Jordan Mason","RB","MIN","-","0","1.1","2.3","12.9","8.7","0","0","-","0","0","0","1","8.6","2","0","0.3","4.8","2.6","41.7"
"299","Elijah Mitchell","RB","KC","1","-","4.4","-","-","-0.3","-0.1","0.2","-","2.3","2.4","3.6","1.3","-","-","-","14","12.7","3.8","41.5"
"300","Noah Fant","TE","CIN","0","5.6","4.1","6.3","-","0.9","2.5","3.2","0","0.6","0.4","2.5","4.3","3.5","1.6","0","5.9","0","2.4","41.4"
"301","Luke Musgrave","TE","GB","5","2.5","4.9","0.1","3.4","BYE","3","0.9","11.1","6.4","2.8","-","-","-","-","-","-","1.1","3.7","41.2"
"302","Tanner Hudson","TE","CIN","-","-","3","1.8","-","-","BYE","-","4.5","3.3","4.9","1.8","3.5","8.1","4.9","0.5","3.8","1.1","3.4","41.2"
"303","Greg Dortch","WR","ARI","0","0","0","0","0","0","0","-","0.2","0","7.6","8.7","1.9","BYE","2","10.5","8.2","1.4","2.5","40.5"
"304","Mason Rudolph","QB","PIT","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","0.1","20","11.5","8","9.9","39.6"
"305","Chase Brown","RB","CIN","-","0.2","0","-0.3","0.2","1.2","BYE","-","-","-","-","0","6.1","16.5","5.1","2.4","2.8","5.3","3.3","39.5"
"306","DeVante Parker","WR","FA","-","5.7","1.9","3.3","2","0.7","0.8","1.4","-","-","-","4.2","6.4","-","4.4","6.5","1.5","0.6","3","39.4"
"307","Isaiah Hodgins","WR","PIT","0.4","10","0","2.4","1.9","0","1.3","0","0","0","2.2","7.2","-","8.2","0","0","1.8","3.6","2.3","39"
"308","Adam Trautman","TE","DEN","3.4","0","0","0","8.6","0.4","0.5","0","BYE","1.5","3.3","6.8","0.6","7.9","2.4","0","0.9","2.1","2.3","38.4"
"309","Brandon Powell","WR","FA","0","-2","0.5","0","5.2","1.9","6.9","1.2","7.5","3.5","3.2","4.7","-","0","0","5.3","0","0.2","2.2","38.1"
"310","Jake Bobo","WR","SEA","0","0.3","6.5","0","BYE","4.3","12.1","8.6","0","1.3","0.8","0.6","0.9","0","0.4","0.8","0.4","0.9","2.2","37.9"
"311","Pierre Strong Jr.","RB","GB","0","6.1","2.7","4.9","-","0","2.5","8.2","0.2","0","0.5","0","2","0","1.1","2.2","0.9","6.5","2.2","37.8"
"312","Xavier Gipson","WR","PHI","6","0","0","1.7","-2","1.8","-","0.3","3.2","2.4","-1.3","1.5","7.8","7.2","2.9","1.7","4.1","0.4","2.2","37.7"
"313","Trenton Irwin","WR","NYJ","0","-","-","1.7","6","0","BYE","2.4","0","11.4","3.6","2.5","2.5","0","0","3.7","0.4","3.4","2.5","37.6"
"314","Tommy Tremble","TE","CAR","0","0","1.5","0","6.1","2.5","BYE","6.4","1.2","1.6","6.4","0.7","-","0.2","3.2","5.9","0.6","1.1","2.3","37.4"
"315","Jalin Hyatt","WR","NYG","0","8.9","0","1","0","2.1","7.5","0","1.9","0","0.7","10.9","BYE","1.3","0","0","2.5","0.5","2.2","37.3"
"316","Allen Lazard","WR","NYJ","4.6","2.3","3.9","12.1","3.3","0.8","BYE","4.5","1.8","1.7","0","-","0","0","2.1","0","-","-","2.7","37.1"
"317","Jalen Tolbert","WR","DAL","0","1.8","0","5.3","0","-2","BYE","0","10.9","0.2","1.2","4.9","1.7","0","0","5.1","0.9","6.8","2.2","36.8"
"318","Colby Parkinson","TE","LAR","0.8","4.1","3.8","0","-","1.9","2.6","0","0.6","0.3","0","0.9","0","8.8","0.6","7.7","3.8","0.8","2.2","36.7"
"319","Durham Smythe","TE","CHI","4.4","2.3","1.5","4.1","0","0","0","2.8","1.7","-","-","1","0","1.6","3.2","5.6","5.4","3","2.3","36.6"
"320","Mike Gesicki","TE","CIN","3.6","3.3","1.8","1.2","1.7","2.8","6.5","1.1","0","2.2","-","0","0","0","0.7","7.5","3.5","0.5","2.1","36.4"
"321","Mo Alie-Cox","TE","IND","0","1.5","0","9.5","1.7","0","-0.6","1.1","0","0","BYE","3","0","6.2","8.1","0","1.8","3.8","2.1","36.1"
"322","Chris Rodriguez Jr.","RB","WAS","0.7","0","0","-","-","2.3","3.1","-","0","-","2.8","2.1","2.9","BYE","3.5","18.5","-","-","3.3","35.9"
"323","Calvin Austin III","WR","PIT","3.7","0.8","13.2","2.9","0","BYE","0.1","2.9","1","0.9","0","0.5","1","1.2","0","6.7","0","0.8","2.1","35.7"
"324","Cam Akers","RB","MIN","8.9","-","-","5.1","1.8","1.5","6.1","8.5","3.8","-","-","-","BYE","-","-","-","-","-","5.1","35.7"
"325","Andrei Iosivas","WR","CIN","0","0","0","0","0.9","6.3","BYE","6.2","0.9","0","-","1.6","0","0","0.5","3.6","0","15.6","2.2","35.6"
"326","Marquez Valdes-Scantling","WR","FA","4.8","1.3","3.7","0.6","1.2","0","14.4","0.7","2.2","-","0","-0.1","2.5","2.2","1.7","0","0.3","-","2.2","35.5"
"327","Michael Carter","RB","ARI","1.8","1.1","0.3","2.1","2.2","0.5","-","0.2","2.4","0","-","3.4","2.5","BYE","3.7","0","12.7","1.9","2.3","34.8"
"328","David Bell","WR","FA","0","2.7","0","0","-","0.6","0","0","-","-","0","0","1.2","10.1","0","0.6","0.7","18.8","2.3","34.7"
"329","Lil'Jordan Humphrey","WR","NYG","7.1","0.4","-","1.1","0","0","0","0","-","1.4","0","1.3","1.2","1.2","7.6","0","12.9","0","2.1","34.2"
"330","Brevin Jordan","TE","HOU","-","2.7","7.3","0","0","1.1","BYE","-","-","-","0","0.9","6.4","3.5","1.4","2.7","7.9","0","2.6","33.9"
"331","Darrell Henderson Jr.","RB","FA","-","-","-","-","-","-","12.6","8.5","3.5","-","8.9","-","-","-","-","-","-","-","8.4","33.5"
"332","Kendre Miller","RB","NO","-","-","3.4","0.8","9","1.2","0","1.9","3.1","-","BYE","-","-","-","-","-","-","13.9","4.2","33.3"
"333","Skyy Moore","WR","SF","0.4","13","4.2","1.9","1.1","2.2","1.5","0.8","3.3","-","0.4","3.4","0.5","0","0","-","-","-","2.3","32.7"
